"Label (Grouping)","Santa Clara County, California!!Estimate","Montgomery County, Maryland!!Estimate","Wake County, North Carolina!!Estimate","Davidson County, Tennessee!!Estimate","Dallas County, Texas!!Estimate","Fairfax County, Virginia!!Estimate","Loudoun County, Virginia!!Estimate"
"Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","130,890","111,812","83,567","62,515","61,870","127,866","147,111"
