"Label (Grouping)","Santa Clara County, California!!Estimate","Montgomery County, Maryland!!Estimate","Wake County, North Carolina!!Estimate","Davidson County, Tennessee!!Estimate","Dallas County, Texas!!Estimate","Fairfax County, Virginia!!Estimate","Loudoun County, Virginia!!Estimate"
"Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","85,002","89,155","61,426","43,616","46,860","103,010","119,540"
