"Label (Grouping)","Santa Clara County, California!!Estimate","Montgomery County, Maryland!!Estimate","Wake County, North Carolina!!Estimate","Davidson County, Tennessee!!Estimate","Dallas County, Texas!!Estimate","Fairfax County, Virginia!!Estimate","Loudoun County, Virginia!!Estimate"
"Median household income in the past 12 months (in 2023 inflation-adjusted dollars)","154,954","125,371","102,918","80,379","74,350","141,553","174,148"
