"Label (Grouping)","Santa Clara County, California!!Estimate","Montgomery County, Maryland!!Estimate","Wake County, North Carolina!!Estimate","Davidson County, Tennessee!!Estimate","Dallas County, Texas!!Estimate","Fairfax County, Virginia!!Estimate","Loudoun County, Virginia!!Estimate"
"Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)","102,340","98,917","70,533","52,026","51,799","113,208","125,003"
