GeoFips,GeoName,LineCode,Description,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
24031,"Montgomery, MD",1.0,Real GDP (thousands of chained 2017 dollars),60810575.0,63261827.0,65698371.0,70286680.0,74465491.0,73866090.0,73994879.0,77238863.0,77742817.0,82901847.0,86372921.0,86032006.0,84517485.0,84943355.0,87922603.0,91235588.0,93542842.0,93381475.0,91753090.0,89002356.0,92605105.0,93746007.0
24031,"Montgomery, MD",2.0,Chain-type quantity indexes for real GDP,65.008,67.629,70.233,75.138,79.606,78.965,79.103,82.571,83.109,88.624,92.335,91.971,90.352,90.807,93.992,97.533,100.0,99.827,98.087,95.146,98.998,100.217
24031,"Montgomery, MD",3.0,Current-dollar GDP (thousands of current dollars),46252839.0,49187360.0,51953117.0,56790419.0,61587427.0,62806864.0,64415987.0,68224050.0,69973074.0,74668088.0,78611099.0,79497479.0,79080874.0,80738169.0,85130896.0,90183699.0,93542842.0,95122803.0,95157048.0,94007911.0,100597916.0,106777850.0
