37183,wake_nc,2,chaintype_quantity_indexes_for_real_gdp,50888,52433,54182,56912,60374,64688,67840,70685,67414,72372,71705,74818,79432,84166,90399,96027,100000,105733,109908,109956,119961,124261
37183,"Wake, NC",3.0,Current-dollar GDP (thousands of current dollars),30081253.0,31551524.0,33028959.0,35475637.0,38606660.0,42586990.0,45627231.0,48147572.0,46973604.0,50373661.0,50341004.0,53430031.0,57493661.0,61745786.0,67430792.0,72379312.0,76191172.0,81746411.0,86594750.0,88170611.0,99002843.0,108152420.0
"Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020.",,,,,,,,,,,,,,,,,,,,,,,,,
"Last updated: November 1, 2024 -- revised statistics for 2001-2016.",,,,,,,,,,,,,,,,,,,,,,,,,
