06085,santa_clara_ca,2,chaintype_quantity_indexes_for_real_gdp,40775,39162,41643,43088,45964,49094,54156,57046,55688,60583,66200,69473,76897,82500,89858,95328,100000,107808,113545,121119,137535,136461
06085,"Santa Clara, CA",3.0,Current-dollar GDP (thousands of current dollars),120423328.0,114181201.0,118620079.0,121775696.0,130091992.0,138743312.0,151697778.0,157480585.0,154522185.0,165967271.0,181388910.0,191533411.0,212929778.0,229218264.0,251565966.0,266748660.0,280510581.0,301321537.0,320102518.0,344201399.0,392899696.0,400777502.0
"Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020.",,,,,,,,,,,,,,,,,,,,,,,,,
"Last updated: November 1, 2024 -- revised statistics for 2001-2016.",,,,,,,,,,,,,,,,,,,,,,,,,
