51107,loudoun_va,2,chaintype_quantity_indexes_for_real_gdp,43939,45991,47058,53603,55474,62847,65423,68862,69319,74323,75608,78893,82784,85201,89467,94006,100000,105469,110292,107127,118461,125950
51107,"Loudoun, VA",3.0,Current-dollar GDP (thousands of current dollars),9719971.0,10343503.0,10669944.0,12292149.0,12948122.0,15011555.0,15857299.0,16786290.0,17226670.0,18388673.0,18842299.0,20022912.0,21242849.0,22159074.0,23665388.0,25135583.0,26813789.0,28526449.0,30410096.0,29892427.0,33614262.0,37558714.0
"Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020.",,,,,,,,,,,,,,,,,,,,,,,,,
"Last updated: November 1, 2024 -- revised statistics for 2001-2016.",,,,,,,,,,,,,,,,,,,,,,,,,
