47037,davidson_tn,2,chaintype_quantity_indexes_for_real_gdp,65258,66330,68806,71313,72626,74580,73937,77100,75930,77477,79390,82658,83788,87201,92508,95441,100000,103972,107775,104950,117089,125197
47037,"Davidson, TN",3.0,Current-dollar GDP (thousands of current dollars),32992008.0,34274053.0,36052424.0,38151836.0,39843559.0,42046154.0,42722067.0,45302501.0,45613443.0,46898699.0,48687401.0,51768585.0,53251086.0,56359553.0,61209908.0,64319726.0,68267086.0,72347624.0,76607763.0,76066582.0,87437173.0,98575160.0
"Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020.",,,,,,,,,,,,,,,,,,,,,,,,,
"Last updated: November 1, 2024 -- revised statistics for 2001-2016.",,,,,,,,,,,,,,,,,,,,,,,,,
