"Label (Grouping)","Santa Clara County, California!!Estimate","Montgomery County, Maryland!!Estimate","Wake County, North Carolina!!Estimate","Davidson County, Tennessee!!Estimate","Dallas County, Texas!!Estimate","Fairfax County, Virginia!!Estimate","Loudoun County, Virginia!!Estimate"
"Median value (dollars)","1,061,900","491,700","301,600","267,400","193,900","576,700","534,600"
