area_fips,own_code,Industry_Code,agglvl_code,year,qtr,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,avg_annual_pay
51107,1,1021,73,2022,A,20,1785,200083570.00,112113.00
51107,1,1024,73,2022,A,2,32,3652185.00,115332.00
51107,1,54,74,2022,A,2,32,3652185.00,115332.00
51107,1,541,75,2022,A,2,32,3652185.00,115332.00
51107,2,10,71,2022,A,21,923,47842679.00,51815.00
51107,2,101,72,2022,A,1,60,4310063.00,71339.00
51107,2,102,72,2022,A,20,863,43532616.00,50448.00
51107,2,1025,73,2022,A,3,434,20969394.00,48363.00
51107,2,62,74,2022,A,1,9,627608.00,69734.00
51107,3,10,71,2022,A,243,22207,1453531916.00,65454.00
51107,3,102,72,2022,A,243,22207,1453531916.00,65454.00
51107,3,1021,73,2022,A,4,2244,163015111.00,72639.00
51107,3,1024,73,2022,A,1,26,2604620.00,99540.00
51107,3,1025,73,2022,A,124,14294,875517410.00,61251.00
51107,3,54,74,2022,A,1,26,2604620.00,99540.00
51107,3,541,75,2022,A,1,26,2604620.00,99540.00
51107,3,62,74,2022,A,21,888,46932471.00,52877.00
51107,5,10,71,2022,A,14653,151405,11978703774.00,79117.00
51107,5,101,72,2022,A,1333,26246,2329026914.00,88737.00
51107,5,102,72,2022,A,13319,125158,9649676860.00,77100.00
51107,5,1021,73,2022,A,1811,32749,1781438822.00,54397.00
51107,5,1023,73,2022,A,1063,6210,733669573.00,118140.00
51107,5,1024,73,2022,A,5204,34494,3652230546.00,105880.00
51107,5,1025,73,2022,A,1917,18950,1163319045.00,61390.00
51107,5,54,74,2022,A,4296,23124,2895362949.00,125209.00
51107,5,541,75,2022,A,4296,23124,2895362949.00,125209.00
51107,5,62,74,2022,A,1655,16075,1035046825.00,64389.00
51107,0,10,70,2023,A,14742,189016,15212275379.00,80481.00
51107,1,10,71,2023,A,62,6663,848193561.00,127305.00
51107,1,102,72,2023,A,62,6663,848193561.00,127305.00
51107,1,1021,73,2023,A,20,1873,222089000.00,118553.00
51107,1,1024,73,2023,A,2,31,3824988.00,124054.00
51107,1,54,74,2023,A,2,31,3824988.00,124054.00
51107,1,541,75,2023,A,2,31,3824988.00,124054.00
51107,2,10,71,2023,A,25,844,51085219.00,60545.00
51107,2,101,72,2023,A,1,66,4739153.00,71624.00
51107,2,102,72,2023,A,24,778,46346066.00,59603.00
51107,2,1025,73,2023,A,3,347,20151374.00,58031.00
51107,2,62,74,2023,A,1,8,541701.00,72227.00
51107,3,10,71,2023,A,245,22919,1537127278.00,67068.00
51107,3,102,72,2023,A,245,22919,1537127278.00,67068.00
51107,3,1021,73,2023,A,4,2289,172422633.00,75338.00
51107,3,1024,73,2023,A,1,28,2983580.00,104994.00
51107,3,1025,73,2023,A,126,14592,895283685.00,61354.00
51107,3,54,74,2023,A,1,28,2983580.00,104994.00
51107,3,541,75,2023,A,1,28,2983580.00,104994.00
51107,3,62,74,2023,A,21,942,53760886.00,57076.00
51107,5,10,71,2023,A,14410,158590,12775869321.00,80559.00
51107,5,101,72,2023,A,1315,27010,2432389654.00,90057.00
51107,5,102,72,2023,A,13095,131581,10343479667.00,78609.00
51107,5,1021,73,2023,A,1754,34259,1895796950.00,55337.00
51107,5,1023,73,2023,A,1039,6537,807057836.00,123452.00
51107,5,1024,73,2023,A,5311,36256,4004466765.00,110451.00
51107,5,1025,73,2023,A,1893,20502,1262309483.00,61571.00
51107,5,54,74,2023,A,4442,24206,3179949482.00,131369.00
51107,5,541,75,2023,A,4442,24206,3179949482.00,131369.00
51107,5,62,74,2023,A,1630,17307,1117577836.00,64573.00
24033,0,10,70,2020,A,16397,295521,19112703712.00,64675.00
24033,1,10,71,2020,A,115,27468,3142447098.00,114402.00
24033,1,102,72,2020,A,115,27468,3142447098.00,114402.00
24033,1,1021,73,2020,A,35,2611,167984773.00,64343.00
24033,1,1023,73,2020,A,1,44,4590163.00,105118.00
24033,1,1024,73,2020,A,9,595,85548983.00,143860.00
24033,1,1025,73,2020,A,4,203,11911068.00,58820.00
24033,1,54,74,2020,A,7,593,85462847.00,144201.00
24033,1,541,75,2020,A,7,593,85462847.00,144201.00
24033,1,62,74,2020,A,3,138,5162943.00,37345.00
24033,2,10,71,2020,A,15,20966,1240184020.00,59154.00
24033,2,102,72,2020,A,15,20966,1240184020.00,59154.00
24033,2,1025,73,2020,A,7,19639,1173293813.00,59743.00
24033,2,62,74,2020,A,1,0,-,-
24033,3,10,71,2020,A,299,39424,2804710653.00,71143.00
24033,3,102,72,2020,A,299,39424,2804710653.00,71143.00
24033,3,1021,73,2020,A,2,0,-,-
24033,3,1024,73,2020,A,7,1185,113070669.00,95445.00
24033,3,1025,73,2020,A,256,20394,1312931918.00,64377.00
24033,3,54,74,2020,A,2,0,-,-
24033,3,541,75,2020,A,2,0,-,-
24033,3,62,74,2020,A,1,0,-,-
24033,5,10,71,2020,A,15969,207663,11925361941.00,57427.00
24033,5,101,72,2020,A,2162,34551,2526473036.00,73122.00
24033,5,102,72,2020,A,13807,173111,9398888905.00,54294.00
24033,5,1021,73,2020,A,3389,55965,2570980083.00,45939.00
24033,5,1023,73,2020,A,1325,10432,695941975.00,66715.00
24033,5,1024,73,2020,A,3343,36969,2919073020.00,78959.00
24033,5,1025,73,2020,A,2389,32192,1926303461.00,59839.00
24033,5,54,74,2020,A,2152,20451,2052452406.00,100359.00
24033,5,541,75,2020,A,2152,20451,2052452406.00,100359.00
24033,5,62,74,2020,A,2140,28669,1696901472.00,59189.00
24033,0,10,70,2021,A,16408,301912,20143002368.00,66718.00
24033,1,10,71,2021,A,118,29624,3509205628.00,118459.00
24033,1,102,72,2021,A,118,29624,3509205628.00,118459.00
24033,1,1021,73,2021,A,35,2753,177059913.00,64323.00
24033,1,1023,73,2021,A,1,46,4996315.00,107834.00
24033,1,1024,73,2021,A,11,601,86596388.00,144087.00
24033,1,1025,73,2021,A,4,208,12865963.00,61856.00
24033,1,54,74,2021,A,9,600,86534435.00,144304.00
24033,1,541,75,2021,A,9,600,86534435.00,144304.00
24033,1,62,74,2021,A,3,139,5611979.00,40374.00
24033,2,10,71,2021,A,15,19227,1255465344.00,65298.00
24033,2,102,72,2021,A,15,19227,1255465344.00,65298.00
24033,2,1025,73,2021,A,7,17979,1188372578.00,66099.00
24033,2,62,74,2021,A,1,0,-,-
24033,3,10,71,2021,A,297,39638,2856584092.00,72066.00
24033,3,102,72,2021,A,297,39638,2856584092.00,72066.00
24033,3,1021,73,2021,A,2,0,-,-
24033,3,1024,73,2021,A,7,1194,114830327.00,96200.00
24033,3,1025,73,2021,A,254,20425,1363877954.00,66774.00
24033,3,54,74,2021,A,2,0,-,-
24033,3,541,75,2021,A,2,0,-,-
24033,3,62,74,2021,A,1,0,-,-
24033,5,10,71,2021,A,15979,213423,12521747304.00,58671.00
24033,5,101,72,2021,A,2166,34370,2538226729.00,73851.00
24033,5,102,72,2021,A,13812,179053,9983520575.00,55757.00
24033,5,1021,73,2021,A,3317,57984,2708949507.00,46719.00
24033,5,1023,73,2021,A,1315,10153,698055288.00,68752.00
24033,5,1024,73,2021,A,3432,38860,3080662727.00,79276.00
24033,5,1025,73,2021,A,2383,32096,2053843735.00,63990.00
24033,5,54,74,2021,A,2263,21371,2136523130.00,99971.00
24033,5,541,75,2021,A,2263,21371,2136523130.00,99971.00
24033,5,62,74,2021,A,2123,28425,1762653315.00,62012.00
24033,0,10,70,2022,A,17478,311391,21443121761.00,68862.00
24033,1,10,71,2022,A,141,29992,3696808343.00,123260.00
24033,1,102,72,2022,A,141,29992,3696808343.00,123260.00
24033,1,1021,73,2022,A,36,2722,174166910.00,63979.00
24033,1,1023,73,2022,A,1,326,41792349.00,128099.00
24033,1,1024,73,2022,A,9,606,90487607.00,149217.00
24033,1,1025,73,2022,A,4,212,14523288.00,68372.00
24033,1,54,74,2022,A,7,605,90413309.00,149443.00
24033,1,541,75,2022,A,7,605,90413309.00,149443.00
24033,1,62,74,2022,A,3,142,6693353.00,47219.00
24033,2,10,71,2022,A,15,22706,1350910798.00,59496.00
24033,2,102,72,2022,A,15,22706,1350910798.00,59496.00
24033,2,1025,73,2022,A,7,21352,1268661721.00,59417.00
24033,2,62,74,2022,A,1,0,-,-
24033,3,10,71,2022,A,296,40198,3115549588.00,77504.00
24033,3,102,72,2022,A,296,40198,3115549588.00,77504.00
24033,3,1021,73,2022,A,2,0,-,-
24033,3,1024,73,2022,A,7,1141,111120514.00,97431.00
24033,3,1025,73,2022,A,255,20759,1481454452.00,71366.00
24033,3,54,74,2022,A,1,0,-,-
24033,3,541,75,2022,A,1,0,-,-
24033,3,62,74,2022,A,1,0,-,-
24033,5,10,71,2022,A,17026,218495,13279853032.00,60779.00
24033,5,101,72,2022,A,2250,34184,2667422352.00,78030.00
24033,5,102,72,2022,A,14776,184310,10612430680.00,57579.00
24033,5,1021,73,2022,A,3448,58943,2901022234.00,49217.00
24033,5,1023,73,2022,A,1369,10377,734050726.00,70737.00
24033,5,1024,73,2022,A,3834,39767,3273879228.00,82327.00
24033,5,1025,73,2022,A,2488,31702,2042293993.00,64421.00
24033,5,54,74,2022,A,2548,21402,2263311602.00,105754.00
24033,5,541,75,2022,A,2548,21402,2263311602.00,105754.00
24033,5,62,74,2022,A,2199,28019,1811161847.00,64642.00
24033,0,10,70,2023,A,18018,318512,22779323620.00,71518.00
24033,1,10,71,2023,A,146,30399,3912876845.00,128718.00
24033,1,102,72,2023,A,146,30399,3912876845.00,128718.00
24033,1,1021,73,2023,A,36,2648,180590076.00,68207.00
24033,1,1023,73,2023,A,2,403,54690974.00,135738.00
24033,1,1024,73,2023,A,9,634,98499762.00,155342.00
24033,1,1025,73,2023,A,4,218,15194261.00,69645.00
24033,1,54,74,2023,A,7,632,98393775.00,155748.00
24033,1,541,75,2023,A,7,632,98393775.00,155748.00
24033,1,62,74,2023,A,3,150,7223777.00,48320.00
24033,2,10,71,2023,A,18,23582,1546497291.00,65580.00
24033,2,101,72,2023,A,3,0,-,-
24033,2,102,72,2023,A,15,0,-,-
24033,2,1025,73,2023,A,7,22181,1455587124.00,65622.00
24033,2,62,74,2023,A,1,0,-,-
24033,3,10,71,2023,A,295,40997,3331279421.00,81258.00
24033,3,101,72,2023,A,0,0,-,-
24033,3,102,72,2023,A,295,0,-,-
24033,3,1021,73,2023,A,2,0,-,-
24033,3,1024,73,2023,A,7,1169,118220481.00,101144.00
24033,3,1025,73,2023,A,253,20688,1532040256.00,74054.00
24033,3,54,74,2023,A,1,0,-,-
24033,3,541,75,2023,A,1,0,-,-
24033,3,62,74,2023,A,1,0,-,-
24033,5,10,71,2023,A,17559,223535,13988670063.00,62579.00
24033,5,101,72,2023,A,2313,34853,2800259819.00,80345.00
24033,5,102,72,2023,A,15246,188683,11188410244.00,59298.00
24033,5,1021,73,2023,A,3483,58601,2981719512.00,50882.00
24033,5,1023,73,2023,A,1378,10399,753337721.00,72445.00
24033,5,1024,73,2023,A,3957,40427,3439576943.00,85081.00
24033,5,1025,73,2023,A,2572,33547,2199302647.00,65559.00
24033,5,54,74,2023,A,2680,21580,2354226108.00,109094.00
24033,5,541,75,2023,A,2680,21580,2354226108.00,109094.00
24033,5,62,74,2023,A,2261,29974,1984356961.00,66203.00
6085,0,10,70,2020,A,75258,1051175,171000000000.00,162608.00
6085,1,10,71,2020,A,92,10503,1107847682.00,105482.00
6085,1,102,72,2020,A,92,10503,1107847682.00,105482.00
6085,1,1021,73,2020,A,39,2906,228003033.00,78448.00
6085,1,1025,73,2020,A,1,3329,406794633.00,122209.00
6085,1,62,74,2020,A,1,3329,406794633.00,122209.00
6085,2,10,71,2020,A,222,6448,454374547.00,70465.00
6085,2,102,72,2020,A,222,6448,454374547.00,70465.00
6085,2,1024,73,2020,A,2,0,-,-
6085,2,1025,73,2020,A,174,4868,342919508.00,70445.00
6085,3,10,71,2020,A,1164,73860,6664165548.00,90227.00
6085,3,101,72,2020,A,3,792,75460339.00,95298.00
6085,3,102,72,2020,A,1161,73068,6588705209.00,90172.00
6085,3,1021,73,2020,A,30,4200,487393849.00,116058.00
6085,3,1023,73,2020,A,2,0,-,-
6085,3,1024,73,2020,A,5,290,27810585.00,95816.00
6085,3,1025,73,2020,A,1030,43224,3412346068.00,78946.00
6085,3,54,74,2020,A,3,0,-,-
6085,3,541,75,2020,A,3,0,-,-
6085,3,62,74,2020,A,10,0,-,-
6085,5,10,71,2020,A,73780,960364,163000000000.00,169418.00
6085,5,101,72,2020,A,6720,217030,48905999197.00,225342.00
6085,5,102,72,2020,A,67060,743334,114000000000.00,153090.00
6085,5,1021,73,2020,A,7373,115839,9406995133.00,81208.00
6085,5,1023,73,2020,A,5299,37396,6114511460.00,163505.00
6085,5,1024,73,2020,A,12791,232187,45882280211.00,197609.00
6085,5,1025,73,2020,A,29250,160718,13065530691.00,81295.00
6085,5,54,74,2020,A,10050,160359,36365827531.00,226778.00
6085,5,541,75,2020,A,10050,160359,36365827531.00,226778.00
6085,5,62,74,2020,A,28075,125303,9491317617.00,75747.00
6085,0,10,70,2021,A,75976,1070603,198000000000.00,185253.00
6085,1,10,71,2021,A,92,10324,1108848928.00,107409.00
6085,1,102,72,2021,A,92,10324,1108848928.00,107409.00
6085,1,1021,73,2021,A,40,2868,206398235.00,71964.00
6085,1,1025,73,2021,A,1,3487,429390459.00,123132.00
6085,1,62,74,2021,A,1,3487,429390459.00,123132.00
6085,2,10,71,2021,A,230,6529,476872719.00,73038.00
6085,2,102,72,2021,A,230,6529,476872719.00,73038.00
6085,2,1024,73,2021,A,2,0,-,-
6085,2,1025,73,2021,A,181,4838,353277729.00,73015.00
6085,3,10,71,2021,A,1170,72534,6862759536.00,94614.00
6085,3,101,72,2021,A,3,789,76157753.00,96484.00
6085,3,102,72,2021,A,1167,71745,6786601783.00,94594.00
6085,3,1021,73,2021,A,30,4099,498255605.00,121546.00
6085,3,1023,73,2021,A,2,0,-,-
6085,3,1024,73,2021,A,5,284,26928693.00,94959.00
6085,3,1025,73,2021,A,1036,42848,3609681886.00,84243.00
6085,3,54,74,2021,A,3,0,-,-
6085,3,541,75,2021,A,3,0,-,-
6085,3,62,74,2021,A,10,0,-,-
6085,5,10,71,2021,A,74485,981216,190000000000.00,193519.00
6085,5,101,72,2021,A,6785,219307,56381846826.00,257091.00
6085,5,102,72,2021,A,67700,761910,134000000000.00,175220.00
6085,5,1021,73,2021,A,7295,116739,12342668957.00,105729.00
6085,5,1023,73,2021,A,5393,37568,7311695026.00,194626.00
6085,5,1024,73,2021,A,12731,237716,52951053397.00,222749.00
6085,5,1025,73,2021,A,30027,166164,14057344725.00,84599.00
6085,5,54,74,2021,A,10034,162712,42278463211.00,259837.00
6085,5,541,75,2021,A,10034,162712,42278463211.00,259837.00
6085,5,62,74,2021,A,28849,130288,10338258809.00,79350.00
6085,0,10,70,2022,A,77495,1117310,187000000000.00,167812.00
6085,1,10,71,2022,A,87,10073,1175314746.00,116681.00
6085,1,102,72,2022,A,87,10073,1175314746.00,116681.00
6085,1,1021,73,2022,A,39,2743,221180890.00,80647.00
6085,1,1025,73,2022,A,1,3470,477473078.00,137587.00
6085,1,62,74,2022,A,1,3470,477473078.00,137587.00
6085,2,10,71,2022,A,220,6598,504694946.00,76497.00
6085,2,102,72,2022,A,220,6598,504694946.00,76497.00
6085,2,1024,73,2022,A,2,213,13413508.00,63122.00
6085,2,1025,73,2022,A,171,5004,382176286.00,76374.00
6085,3,10,71,2022,A,1151,75470,7260249453.00,96201.00
6085,3,101,72,2022,A,3,793,77730518.00,97990.00
6085,3,102,72,2022,A,1148,74676,7182518935.00,96182.00
6085,3,1021,73,2022,A,30,4140,529913048.00,128003.00
6085,3,1023,73,2022,A,2,7,790328.00,114264.00
6085,3,1024,73,2022,A,6,295,29100459.00,98813.00
6085,3,1025,73,2022,A,1017,44810,3892566696.00,86869.00
6085,3,54,74,2022,A,3,73,8261933.00,113566.00
6085,3,541,75,2022,A,3,73,8261933.00,113566.00
6085,3,62,74,2022,A,11,9937,1075397187.00,108223.00
6085,5,10,71,2022,A,76037,1025170,179000000000.00,174173.00
6085,5,101,72,2022,A,6937,230135,55270040814.00,240163.00
6085,5,102,72,2022,A,69100,795035,123000000000.00,155071.00
6085,5,1021,73,2022,A,7229,118416,11090463169.00,93657.00
6085,5,1023,73,2022,A,5492,36891,6334478185.00,171706.00
6085,5,1024,73,2022,A,12664,245267,48647927704.00,198347.00
6085,5,1025,73,2022,A,31284,174591,15370568368.00,88038.00
6085,5,54,74,2022,A,9958,167623,39256104879.00,234193.00
6085,5,541,75,2022,A,9958,167623,39256104879.00,234193.00
6085,5,62,74,2022,A,30070,136283,11131972788.00,81683.00
6085,0,10,70,2023,A,79372,1119710,196000000000.00,174694.00
6085,1,10,71,2023,A,91,10030,1264744482.00,126091.00
6085,1,102,72,2023,A,91,10030,1264744482.00,126091.00
6085,1,1021,73,2023,A,45,2669,215253849.00,80655.00
6085,1,1025,73,2023,A,1,3580,552378532.00,154285.00
6085,1,62,74,2023,A,1,3580,552378532.00,154285.00
6085,2,10,71,2023,A,202,6514,507932260.00,77972.00
6085,2,102,72,2023,A,202,6514,507932260.00,77972.00
6085,2,1024,73,2023,A,2,140,10188656.00,72863.00
6085,2,1025,73,2023,A,153,4992,390285628.00,78186.00
6085,3,10,71,2023,A,1125,77911,7982640593.00,102458.00
6085,3,101,72,2023,A,8,863,91277475.00,105737.00
6085,3,102,72,2023,A,1117,77048,7891363118.00,102421.00
6085,3,1021,73,2023,A,29,4373,568063616.00,129912.00
6085,3,1023,73,2023,A,2,7,849621.00,130711.00
6085,3,1024,73,2023,A,5,290,29667701.00,102479.00
6085,3,1025,73,2023,A,985,46437,4352969464.00,93738.00
6085,3,54,74,2023,A,2,73,8874391.00,121152.00
6085,3,541,75,2023,A,2,73,8874391.00,121152.00
6085,3,62,74,2023,A,11,10577,1301557089.00,123058.00
6085,5,10,71,2023,A,77954,1025254,186000000000.00,181273.00
6085,5,101,72,2023,A,7029,231491,59389530773.00,256552.00
6085,5,102,72,2023,A,70925,793763,126000000000.00,159319.00
6085,5,1021,73,2023,A,7207,118057,11781112597.00,99792.00
6085,5,1023,73,2023,A,5545,36644,6276606859.00,171285.00
6085,5,1024,73,2023,A,12688,236289,48317026714.00,204483.00
6085,5,1025,73,2023,A,32875,182630,16613532695.00,90968.00
6085,5,54,74,2023,A,9923,160970,39175695588.00,243373.00
6085,5,541,75,2023,A,9923,160970,39175695588.00,243373.00
6085,5,62,74,2023,A,31644,141635,12091721440.00,85372.00
37183,0,10,70,2020,A,38920,550820,35833147547.00,65054.00
37183,1,10,71,2020,A,84,5841,462931148.00,79251.00
37183,1,102,72,2020,A,84,5841,462931148.00,79251.00
37183,1,1021,73,2020,A,25,2497,181162421.00,72550.00
37183,1,1023,73,2020,A,4,115,12332371.00,107316.00
37183,1,1024,73,2020,A,2,32,2877073.00,90143.00
37183,1,1025,73,2020,A,1,7,902396.00,135359.00
37183,1,54,74,2020,A,2,32,2877073.00,90143.00
37183,1,541,75,2020,A,2,32,2877073.00,90143.00
37183,1,62,74,2020,A,1,7,902396.00,135359.00
37183,2,10,71,2020,A,71,39622,2323601086.00,58644.00
37183,2,102,72,2020,A,71,39622,2323601086.00,58644.00
37183,2,1025,73,2020,A,5,0,-,-
37183,3,10,71,2020,A,254,35496,1850190811.00,52124.00
37183,3,102,72,2020,A,254,35496,1850190811.00,52124.00
37183,3,1021,73,2020,A,28,574,34183026.00,59570.00
37183,3,1023,73,2020,A,1,0,-,-
37183,3,1025,73,2020,A,202,21411,1046353777.00,48870.00
37183,5,10,71,2020,A,38511,469861,31196424502.00,66395.00
37183,5,101,72,2020,A,4521,56873,4401237854.00,77388.00
37183,5,102,72,2020,A,33989,412988,26795186648.00,64881.00
37183,5,1021,73,2020,A,6279,101192,5423961381.00,53601.00
37183,5,1023,73,2020,A,4195,31536,2944982243.00,93385.00
37183,5,1024,73,2020,A,11470,118892,9966654737.00,83829.00
37183,5,1025,73,2020,A,4113,71561,4128536970.00,57692.00
37183,5,54,74,2020,A,8220,65056,6712730692.00,103184.00
37183,5,541,75,2020,A,8220,65056,6712730692.00,103184.00
37183,5,62,74,2020,A,3396,61661,3697824380.00,59971.00
37183,0,10,70,2021,A,41382,582687,40349830259.00,69248.00
37183,1,10,71,2021,A,85,5839,482259002.00,82589.00
37183,1,102,72,2021,A,85,5839,482259002.00,82589.00
37183,1,1021,73,2021,A,26,2550,187152279.00,73405.00
37183,1,1023,73,2021,A,4,122,12916097.00,105942.00
37183,1,1024,73,2021,A,2,31,2878689.00,94126.00
37183,1,1025,73,2021,A,1,3,412379.00,141387.00
37183,1,54,74,2021,A,2,31,2878689.00,94126.00
37183,1,541,75,2021,A,2,31,2878689.00,94126.00
37183,1,62,74,2021,A,1,3,412379.00,141387.00
37183,2,10,71,2021,A,72,40046,2399931384.00,59929.00
37183,2,102,72,2021,A,72,40046,2399931384.00,59929.00
37183,2,1025,73,2021,A,7,0,-,-
37183,3,10,71,2021,A,255,34615,1880682534.00,54332.00
37183,3,102,72,2021,A,255,34615,1880682534.00,54332.00
37183,3,1021,73,2021,A,28,549,34389789.00,62650.00
37183,3,1023,73,2021,A,1,0,-,-
37183,3,1025,73,2021,A,203,20600,1069066837.00,51898.00
37183,5,10,71,2021,A,40971,502187,35586957339.00,70864.00
37183,5,101,72,2021,A,4614,60119,4883239946.00,81227.00
37183,5,102,72,2021,A,36358,442068,30703717393.00,69455.00
37183,5,1021,73,2021,A,6605,108713,5986389932.00,55066.00
37183,5,1023,73,2021,A,4503,35480,3571874497.00,100673.00
37183,5,1024,73,2021,A,12340,123469,11481499989.00,92991.00
37183,5,1025,73,2021,A,4492,75474,4636736525.00,61435.00
37183,5,54,74,2021,A,8936,68330,8124959685.00,118908.00
37183,5,541,75,2021,A,8936,68330,8124959685.00,118908.00
37183,5,62,74,2021,A,3741,64914,4162053147.00,64116.00
37183,0,10,70,2022,A,46195,617742,44565262124.00,72142.00
37183,1,10,71,2022,A,83,5803,505845801.00,87175.00
37183,1,102,72,2022,A,83,5803,505845801.00,87175.00
37183,1,1021,73,2022,A,25,2519,194797823.00,77331.00
37183,1,1023,73,2022,A,4,109,12369106.00,113913.00
37183,1,1024,73,2022,A,2,51,5103190.00,99413.00
37183,1,1025,73,2022,A,1,3,445644.00,140730.00
37183,1,54,74,2022,A,2,51,5103190.00,99413.00
37183,1,541,75,2022,A,2,51,5103190.00,99413.00
37183,1,62,74,2022,A,1,3,445644.00,140730.00
37183,2,10,71,2022,A,81,39076,2499923107.00,63976.00
37183,2,102,72,2022,A,81,39076,2499923107.00,63976.00
37183,2,1024,73,2022,A,2,5,359426.00,75669.00
37183,2,1025,73,2022,A,9,14165,908807931.00,64158.00
37183,3,10,71,2022,A,254,35749,2099209738.00,58720.00
37183,3,102,72,2022,A,254,35749,2099209738.00,58720.00
37183,3,1021,73,2022,A,28,590,39719871.00,67369.00
37183,3,1023,73,2022,A,1,2,261109.00,130555.00
37183,3,1025,73,2022,A,202,21237,1196081897.00,56321.00
37183,3,62,74,2022,A,1,1,35557.00,60955.00
37183,5,10,71,2022,A,45778,537114,39460283478.00,73467.00
37183,5,101,72,2022,A,5057,63729,5451232043.00,85538.00
37183,5,102,72,2022,A,40721,473385,34009051435.00,71842.00
37183,5,1021,73,2022,A,7133,110072,6404513632.00,58185.00
37183,5,1023,73,2022,A,5015,38067,3967487523.00,104223.00
37183,5,1024,73,2022,A,14252,137141,12704998753.00,92642.00
37183,5,1025,73,2022,A,4998,79107,5170311303.00,65359.00
37183,5,54,74,2022,A,10450,76467,8675768279.00,113458.00
37183,5,541,75,2022,A,10450,76467,8675768279.00,113458.00
37183,5,62,74,2022,A,4160,67871,4641348416.00,68385.00
37183,0,10,70,2023,A,50438,639870,47404598045.00,74085.00
37183,1,10,71,2023,A,84,6121,553627582.00,90455.00
37183,1,102,72,2023,A,84,6121,553627582.00,90455.00
37183,1,1021,73,2023,A,29,2604,197236129.00,75744.00
37183,1,1023,73,2023,A,4,111,14360807.00,129280.00
37183,1,1024,73,2023,A,2,116,12590864.00,108933.00
37183,1,1025,73,2023,A,1,3,434121.00,162795.00
37183,1,54,74,2023,A,2,116,12590864.00,108933.00
37183,1,541,75,2023,A,2,116,12590864.00,108933.00
37183,1,62,74,2023,A,1,3,434121.00,162795.00
37183,2,10,71,2023,A,86,40057,2676595689.00,66820.00
37183,2,102,72,2023,A,86,40057,2676595689.00,66820.00
37183,2,1024,73,2023,A,2,6,418289.00,71707.00
37183,2,1025,73,2023,A,10,14645,974916157.00,66571.00
37183,3,10,71,2023,A,260,37729,2209358903.00,58559.00
37183,3,102,72,2023,A,260,37729,2209358903.00,58559.00
37183,3,1021,73,2023,A,29,665,47630417.00,71652.00
37183,3,1023,73,2023,A,1,2,357954.00,148119.00
37183,3,1025,73,2023,A,207,21942,1197635344.00,54582.00
37183,3,62,74,2023,A,1,1,62056.00,62056.00
37183,5,10,71,2023,A,50008,555964,41965015871.00,75482.00
37183,5,101,72,2023,A,5421,67681,6020538191.00,88955.00
37183,5,102,72,2023,A,44587,488283,35944477680.00,73614.00
37183,5,1021,73,2023,A,7619,112173,6761529066.00,60278.00
37183,5,1023,73,2023,A,5417,39466,4103555209.00,103977.00
37183,5,1024,73,2023,A,15796,136490,12859194117.00,94214.00
37183,5,1025,73,2023,A,5457,84072,5506744623.00,65501.00
37183,5,54,74,2023,A,11636,77266,8698460293.00,112578.00
37183,5,541,75,2023,A,11636,77266,8698460293.00,112578.00
37183,5,62,74,2023,A,4531,72089,4932555921.00,68423.00
