GeoFips,GeoName,LineCode,Description,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
51107,"Loudoun, VA",1.0,Real GDP (thousands of chained 2017 dollars),11781636.0,12331909.0,12617949.0,14372870.0,14874582.0,16851594.0,17542309.0,18464617.0,18586952.0,19928704.0,20273472.0,21154241.0,22197546.0,22845662.0,23989404.0,25206693.0,26813789.0,28280364.0,29573439.0,28724761.0,31763949.0,33771834.0
51107,"Loudoun, VA",2.0,Chain-type quantity indexes for real GDP,43.939,45.991,47.058,53.603,55.474,62.847,65.423,68.862,69.319,74.323,75.608,78.893,82.784,85.201,89.467,94.006,100.0,105.469,110.292,107.127,118.461,125.95
51107,"Loudoun, VA",3.0,Current-dollar GDP (thousands of current dollars),9719971.0,10343503.0,10669944.0,12292149.0,12948122.0,15011555.0,15857299.0,16786290.0,17226670.0,18388673.0,18842299.0,20022912.0,21242849.0,22159074.0,23665388.0,25135583.0,26813789.0,28526449.0,30410096.0,29892427.0,33614262.0,37558714.0
