geofips,geoname,linecode,description,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,data_type
47037,"Davidson, TN",1.0,Real GDP (thousands of chained 2017 dollars),44550048.0,45281579.0,46971540.0,48683334.0,49579700.0,50913896.0,50474630.0,52633846.0,51835271.0,52891359.0,54197528.0,56428090.0,57199830.0,59529498.0,63152405.0,65155101.0,68267086.0,70978458.0,73574818.0,71646270.0,79933566.0,85468316.0,Davidson County
47037,"Davidson, TN",2.0,Chain-type quantity indexes for real GDP,65.258,66.33,68.806,71.313,72.626,74.58,73.937,77.1,75.93,77.477,79.39,82.658,83.788,87.201,92.508,95.441,100.0,103.972,107.775,104.95,117.089,125.197,Davidson County
47037,"Davidson, TN",3.0,Current-dollar GDP (thousands of current dollars),32992008.0,34274053.0,36052424.0,38151836.0,39843559.0,42046154.0,42722067.0,45302501.0,45613443.0,46898699.0,48687401.0,51768585.0,53251086.0,56359553.0,61209908.0,64319726.0,68267086.0,72347624.0,76607763.0,76066582.0,87437173.0,98575160.0,Davidson County
